9 6 1 9 1 1 6 1 1 6 	Neg
1 11 1 8 1 1 	Neg
9 2 13 1 1 9 9 8 13 	Neg
2 1 3 2 2 	Neg
2 2 2 1 1 4 2 6 1 2 4 4 7 4 5 1 2 	Neg
1 1 1 1 10 1 1 1 1 6 1 12 	Neg
9 6 4 2 9 2 2 1 1 1 	Neg
5 1 2 2 1 2 5 2 5 	Neg
1 6 1 1 6 1 1 6 6 9 1 1 9 	Neg
10 10 11 11 11 1 10 1 1 10 1 1 10 1 11 10 	Neg
9 1 1 6 1 6 1 2 1 1 12 	Neg
2 2 1 2 2 2 2 1 1 2 2 2 1 2 5 5 1 1 2 	Neg
1 1 1 3 1 1 2 3 	Neg
1 6 6 6 7 1 7 7 6 7 6 	Neg
6 1 1 1 2 6 6 2 1 1 	Neg
4 4 1 2 2 2 13 4 4 4 10 4 2 2 	Neg
1 1 13 1 13 13 1 13 10 1 10 10 	Neg
1 1 1 1 11 10 1 11 10 1 1 1 1 10 10 12 	Neg
11 1 11 1 1 1 1 1 2 1 1 	Neg
10 1 13 1 13 6 13 1 13 1 	Neg
1 10 	Neg
6 6 6 6 10 6 6 1 1 10 1 6 6 	Neg
1 10 12 10 10 12 	Neg
13 13 10 6 10 13 13 10 13 1 	Neg
4 1 2 2 1 1 2 4 1 2 2 4 1 	Neg
1 1 1 6 7 7 1 6 7 6 1 1 1 6 1 	Neg
10 13 10 1 13 1 13 1 13 	Neg
1 1 1 10 1 1 10 13 	Neg
11 11 10 10 1 11 1 11 11 10 	Neg
1 1 1 1 1 1 1 	Pos
1 1 1 2 4 2 2 	Neg
1 1 1 1 1 1 1 1 1 	Neg
1 1 2 1 1 1 7 1 1 1 	Neg
1 1 6 1 1 1 1 1 6 6 1 6 	Neg
1 1 1 1 1 1 1 	Pos
1 7 1 1 7 1 11 6 1 10 1 	Neg
12 1 10 1 1 12 12 	Neg
3 6 3 9 1 1 9 1 6 9 	Neg
1 6 6 6 1 	Neg
1 1 1 1 1 1 1 1 1 1 1 	Pos
10 1 10 10 2 10 1 1 1 2 	Neg
10 1 1 1 10 1 1 10 	Neg
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 	Pos
6 2 1 1 2 2 	Neg
1 1 1 1 1 1 1 1 1 1 1 1 1 1 	Pos
1 1 1 7 1 1 1 	Neg
1 2 10 10 10 1 1 1 	Neg
6 1 1 6 6 6 6 6 1 6 	Neg
1 1 1 1 1 1 1 	Pos
1 1 1 1 1 1 1 1 2 1 	Neg
1 1 1 1 1 1 1 1 1 1 1 1 1 	Pos
1 9 3 9 6 6 1 1 	Neg
10 10 10 1 12 10 1 10 1 10 1 10 	Neg
1 6 1 1 1 10 1 6 1 1 1 6 	Neg
