1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 	Pos
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 	Pos
1 1 1 1 1 1 1 1 1 1 1 1 9 1 8 1 1 1 6 1 1 1 1 1 1 1 1 8 1 	Neg
1 10 1 1 10 1 1 1 6 1 1 1 1 1 12 10 1 1 1 1 1 	Neg
6 1 1 1 13 1 1 1 10 1 1 2 1 1 1 1 2 1 10 2 2 1 6 1 	Neg
1 1 1 1 11 1 1 10 1 1 11 1 1 1 1 10 1 10 1 1 11 1 1 1 10 1 6 1 1 1 11 10 10 1 1 11 11 11 1 10 1 10 	Neg
1 1 1 1 1 1 1 1 1 1 7 1 1 1 1 1 1 1 7 1 1 1 1 1 1 1 1 1 1 1 1 1 1 	Neg
1 1 1 1 1 11 10 1 1 1 11 1 1 11 1 1 1 1 1 1 1 11 1 1 1 1 1 1 1 1 1 1 1 1 11 1 10 1 	Neg
1 1 1 1 1 1 1 1 1 1 1 1 1 1 10 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 	Neg
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 	Pos
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 	Pos
1 1 1 1 1 1 6 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 1 1 1 1 1 1 1 	Neg
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 	Pos
1 1 10 10 1 1 1 10 1 1 10 10 1 10 10 1 1 1 1 1 1 10 10 1 1 10 10 1 1 1 1 10 	Neg
1 1 1 1 1 6 6 1 6 1 1 1 1 6 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 1 1 1 1 1 1 1 1 1 1 1 6 6 6 1 1 1 10 	Neg
1 1 1 1 11 1 1 1 1 1 1 1 1 1 1 1 10 11 1 1 10 1 1 1 1 10 1 	Neg
1 1 1 1 1 1 1 10 1 1 1 1 1 1 1 1 1 1 1 10 1 1 1 1 1 1 1 1 1 1 1 1 	Neg
