13 10 1 13 10 1 1 10 10 1 10 13 1 13 13 1 13 1 10 1 	Neg
1 10 10 10 1 10 10 10 1 1 1 10 1 10 	Neg
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 	Pos
4 2 2 2 2 2 1 2 1 4 4 1 	Neg
13 10 13 13 1 13 9 10 9 2 13 10 6 1 1 1 9 10 1 10 10 1 10 9 10 13 10 10 1 6 	Neg
6 1 1 1 1 1 1 6 1 1 9 6 9 1 6 1 1 6 1 1 1 6 1 	Neg
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 	Neg
7 6 1 6 6 1 1 1 7 1 1 6 7 1 7 6 6 6 7 1 7 	Neg
2 5 2 2 2 3 5 1 2 3 5 5 5 2 1 1 2 1 	Neg
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 	Pos
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 12 1 10 1 10 1 1 1 12 1 1 	Neg
1 1 3 2 3 2 3 1 2 2 2 2 1 1 3 2 3 2 3 3 3 1 	Neg
1 2 2 1 1 1 1 1 2 2 1 1 2 1 1 2 2 2 2 1 6 1 2 2 1 2 1 2 2 2 1 1 1 1 	Neg
6 1 1 6 1 6 7 13 7 6 7 7 1 10 13 6 1 1 1 13 6 1 6 10 7 10 1 	Neg
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 	Pos
10 10 1 1 1 1 1 10 1 10 10 10 1 1 1 10 1 1 1 10 1 	Neg
11 1 11 10 10 11 1 11 11 1 1 10 10 10 1 10 1 1 1 1 	Neg
1 1 1 10 10 1 12 1 10 12 10 12 12 10 12 12 12 10 10 1 12 12 10 12 10 12 	Neg
1 7 1 9 7 1 7 6 1 7 1 1 6 1 6 6 6 1 1 7 7 6 7 	Neg
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 	Pos
2 2 4 1 1 1 2 1 1 1 2 1 1 1 2 2 1 1 4 2 1 4 	Neg
1 9 6 1 1 9 1 1 1 1 1 9 1 1 9 9 1 9 1 	Neg
1 1 1 1 1 1 1 1 	Pos
1 6 1 1 7 1 7 1 7 1 7 7 6 1 1 7 7 6 6 6 1 7 1 7 	Neg
1 1 1 1 1 1 1 1 1 6 1 1 1 1 	Neg
1 1 13 1 11 11 10 1 1 1 11 1 11 11 11 11 1 11 10 1 	Neg
13 1 1 10 10 1 10 10 1 10 13 10 13 10 10 13 10 13 1 13 13 10 10 1 	Neg
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 	Pos
7 7 6 7 7 1 1 6 7 1 1 6 1 1 1 7 1 7 	Neg
1 6 6 1 1 6 6 1 1 6 1 1 6 6 6 6 6 6 	Neg
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 	Pos
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 	Pos
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 	Pos
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 	Pos
10 10 10 10 10 10 10 1 12 1 12 12 10 10 12 1 10 10 12 10 	Neg
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 	Pos
1 1 1 10 1 1 12 10 1 1 12 1 10 10 10 1 	Neg
1 10 1 1 1 1 10 10 1 10 10 1 1 1 1 1 1 1 10 1 10 	Neg
1 1 6 6 6 7 6 1 7 1 7 6 6 7 7 	Neg
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 	Pos
2 1 1 1 1 1 1 1 1 1 1 2 1 	Neg
1 1 1 10 1 1 1 1 1 1 8 1 10 10 1 1 1 1 8 1 1 1 	Neg
1 1 1 1 1 1 1 1 10 1 13 1 1 1 1 1 1 12 1 1 	Neg
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 	Pos
10 1 1 1 10 10 10 10 1 10 1 10 1 10 1 10 1 	Neg
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 	Pos
1 1 1 1 1 1 1 1 1 1 1 1 1 1 	Pos
1 1 12 12 10 12 10 12 10 12 12 12 1 12 10 1 12 10 1 10 1 10 12 10 12 	Neg
11 11 10 1 10 1 1 1 1 1 10 1 1 1 1 10 11 	Neg
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 	Pos
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 	Pos
1 1 1 1 1 2 1 1 1 4 1 1 1 1 1 1 	Neg
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 	Pos
1 6 7 7 1 1 7 7 1 1 6 1 1 7 7 1 6 1 6 7 6 7 1 6 	Neg
1 2 8 1 5 2 5 2 5 2 8 5 1 5 2 2 5 	Neg
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 	Pos
10 2 2 2 1 1 2 2 2 1 1 3 3 3 1 1 1 2 1 3 2 3 1 	Neg
